Cell_ID,Batch_ID,Production_Line,Shift,Supplier,Ambient_Temp_C,Anode_Overhang_mm,Electrolyte_Volume_ml,Internal_Resistance_mOhm,Capacity_mAh,Retention_50Cycle_Pct,Defect_Type
CELL-009398,BTH-0239,Line_1,Morning,ChemCorp,25.0,0.143,15.13,13.69,4991,97.31,None
CELL-018267,BTH-0039,Line_3,Night,LithioMat,21.67,0.158,14.94,13.19,5035,97.41,None
CELL-017904,BTH-0120,Line_1,Evening,ChemCorp,25.33,0.135,14.94,14.76,4992,96.91,None
CELL-013066,BTH-0146,Line_2,Morning,ChemCorp,22.23,0.143,14.98,15.23,4994,97.5,High Internal Resistance
CELL-007281,BTH-0162,Line_1,Night,ChemCorp,19.68,0.136,15.16,14.23,4986,96.08,None
CELL-006648,BTH-0207,Line_2,Morning,LithioMat,23.58,0.112,15.12,14.33,5004,97.82,None
CELL-001822,BTH-0153,Line_1,Morning,LithioMat,23.94,0.113,15.05,13.85,5016,96.65,None
CELL-006619,BTH-0347,Line_1,Morning,VoltIndustries,24.41,0.149,14.89,14.74,5007,98.12,None
CELL-004292,BTH-0284,Line_2,Evening,ChemCorp,23.65,0.134,14.99,14.37,5029,95.69,None
CELL-019328,BTH-0273,Line_1,Morning,LithioMat,23.4,0.157,14.95,13.69,4988,96.77,None
CELL-015371,BTH-0489,Line_2,Morning,VoltIndustries,24.45,0.127,14.95,14.7,5031,97.5,None
CELL-013741,BTH-0014,Line_1,Evening,VoltIndustries,24.82,0.127,15.12,15.15,5003,96.82,High Internal Resistance
CELL-015855,BTH-0266,Line_3,Night,ChemCorp,21.34,0.128,15.05,14.67,5013,96.77,None
CELL-019501,BTH-0083,Line_3,Morning,LithioMat,24.81,0.158,14.99,14.82,5035,95.2,None
CELL-003983,BTH-0098,Line_1,Morning,ChemCorp,23.46,0.158,15.02,14.39,4992,98.53,None
CELL-007004,BTH-0237,Line_2,Evening,ChemCorp,20.74,0.136,15.03,14.97,4983,97.49,None
CELL-004545,BTH-0332,Line_3,Morning,ChemCorp,24.42,0.12,14.89,14.05,4951,99.17,None
CELL-004077,BTH-0047,Line_3,Night,ChemCorp,20.93,0.157,14.98,14.38,4965,95.6,None
CELL-016766,BTH-0320,Line_3,Evening,VoltIndustries,24.41,0.14,15.05,14.91,5081,98.17,None
CELL-008142,BTH-0276,Line_1,Night,VoltIndustries,20.31,0.112,15.18,14.27,5042,97.65,None
CELL-015522,BTH-0154,Line_1,Night,LithioMat,17.32,0.153,14.98,14.63,5001,96.73,None
CELL-017687,BTH-0151,Line_3,Night,ChemCorp,21.36,0.14,14.86,15.15,4960,97.73,High Internal Resistance
CELL-001969,BTH-0391,Line_2,Night,VoltIndustries,22.92,0.146,15.13,14.91,4994,97.83,None
CELL-011507,BTH-0386,Line_2,Evening,LithioMat,23.35,0.089,15.14,14.93,4987,96.77,Poor Retention
CELL-017224,BTH-0141,Line_1,Morning,LithioMat,22.62,0.14,14.98,13.54,5009,96.37,None
CELL-010195,BTH-0239,Line_1,Evening,ChemCorp,25.35,0.152,15.1,13.96,4973,96.41,None
CELL-011038,BTH-0251,Line_1,Evening,VoltIndustries,22.57,0.136,15.17,14.55,5029,98.27,None
CELL-008935,BTH-0315,Line_3,Night,LithioMat,20.7,0.132,14.85,14.25,5035,96.95,None
CELL-005270,BTH-0208,Line_1,Morning,ChemCorp,23.06,0.148,14.92,14.36,4987,96.89,None
CELL-012908,BTH-0141,Line_2,Evening,LithioMat,21.14,0.166,14.89,14.63,4977,96.84,None
CELL-010932,BTH-0117,Line_3,Night,ChemCorp,22.3,0.14,14.96,13.99,4980,96.92,None
CELL-001148,BTH-0155,Line_2,Night,VoltIndustries,20.96,0.116,14.88,15.0,5000,96.44,High Internal Resistance
CELL-016013,BTH-0365,Line_2,Morning,ChemCorp,24.78,0.119,15.13,14.23,4995,98.25,None
CELL-012461,BTH-0123,Line_2,Morning,LithioMat,26.68,0.115,14.81,14.02,5035,97.17,None
CELL-008754,BTH-0297,Line_2,Night,ChemCorp,24.1,0.13,15.07,14.28,5023,96.76,None
CELL-015595,BTH-0276,Line_2,Night,VoltIndustries,21.91,0.109,15.08,15.46,4949,97.41,High Internal Resistance
CELL-015248,BTH-0317,Line_1,Morning,ChemCorp,21.7,0.148,15.1,13.14,5037,97.84,None
CELL-002112,BTH-0310,Line_3,Morning,ChemCorp,22.8,0.185,15.04,14.77,5007,98.37,None
CELL-017784,BTH-0267,Line_1,Evening,ChemCorp,23.3,0.11,14.96,13.4,5032,97.63,None
CELL-010599,BTH-0269,Line_3,Evening,LithioMat,22.53,0.123,15.06,13.05,4959,97.99,None
CELL-014577,BTH-0109,Line_2,Night,VoltIndustries,20.86,0.142,14.98,15.02,5002,96.11,High Internal Resistance
CELL-008682,BTH-0236,Line_3,Evening,ChemCorp,23.84,0.143,15.07,14.3,4991,97.82,None
CELL-002858,BTH-0381,Line_2,Morning,LithioMat,23.84,0.151,14.99,13.09,5041,96.95,None
CELL-015239,BTH-0071,Line_2,Night,LithioMat,20.91,0.114,14.89,13.95,5044,96.7,None
CELL-003355,BTH-0260,Line_3,Night,VoltIndustries,23.23,0.167,15.11,14.6,5056,97.75,None
CELL-011255,BTH-0102,Line_1,Evening,ChemCorp,21.9,0.145,15.08,13.32,4975,97.02,None
CELL-016828,BTH-0394,Line_2,Night,ChemCorp,18.94,0.121,15.06,13.63,4981,96.43,None
CELL-005488,BTH-0055,Line_1,Night,VoltIndustries,22.26,0.133,14.95,14.84,4992,96.83,None
CELL-004711,BTH-0170,Line_3,Morning,ChemCorp,25.66,0.132,14.64,15.59,4935,92.55,High Internal Resistance
CELL-012905,BTH-0052,Line_1,Night,VoltIndustries,22.26,0.152,14.83,15.33,4933,98.29,High Internal Resistance
CELL-012507,BTH-0453,Line_2,Night,LithioMat,21.23,0.099,15.1,14.24,5066,97.18,None
CELL-007188,BTH-0273,Line_3,Night,ChemCorp,19.5,0.144,14.89,13.41,4973,96.59,None
CELL-004161,BTH-0377,Line_2,Morning,LithioMat,26.5,0.119,14.81,14.59,4998,97.25,None
CELL-004566,BTH-0377,Line_3,Night,LithioMat,19.29,0.151,14.9,14.01,4968,96.18,None
CELL-012304,BTH-0248,Line_2,Night,VoltIndustries,19.97,0.178,14.97,15.0,5054,97.18,None
CELL-012797,BTH-0340,Line_2,Evening,VoltIndustries,26.68,0.13,14.85,14.92,4947,97.19,None
CELL-002831,BTH-0142,Line_2,Night,ChemCorp,25.93,0.116,14.96,14.62,4997,96.8,None
CELL-012149,BTH-0290,Line_2,Night,VoltIndustries,20.86,0.117,14.92,14.44,4928,97.53,None
CELL-016296,BTH-0166,Line_1,Evening,ChemCorp,24.7,0.151,15.1,13.41,4995,97.51,None
CELL-011969,BTH-0364,Line_3,Morning,ChemCorp,19.89,0.109,14.95,14.25,5012,96.31,None
CELL-009739,BTH-0443,Line_3,Night,VoltIndustries,22.0,0.114,14.96,15.7,4865,94.86,High Internal Resistance
CELL-008233,BTH-0377,Line_3,Evening,VoltIndustries,23.65,0.126,14.96,14.67,5004,97.36,None
CELL-010918,BTH-0322,Line_1,Morning,VoltIndustries,24.64,0.094,14.98,14.7,5020,97.18,None
CELL-009294,BTH-0470,Line_2,Evening,VoltIndustries,23.01,0.122,14.96,14.41,5045,96.35,None
CELL-006866,BTH-0056,Line_1,Night,ChemCorp,21.6,0.176,14.99,14.27,4986,96.42,None
CELL-018944,BTH-0356,Line_1,Night,VoltIndustries,23.08,0.107,15.18,14.69,4980,96.22,None
CELL-001609,BTH-0179,Line_3,Evening,ChemCorp,26.76,0.149,14.67,15.12,4968,96.99,High Internal Resistance
CELL-007571,BTH-0453,Line_1,Night,ChemCorp,20.46,0.129,14.89,14.94,4943,97.4,None
CELL-005370,BTH-0422,Line_2,Morning,VoltIndustries,23.97,0.143,15.03,13.94,5078,97.27,None
CELL-003816,BTH-0137,Line_1,Evening,ChemCorp,23.33,0.165,14.88,13.68,4964,97.52,None
CELL-011850,BTH-0437,Line_2,Morning,LithioMat,25.58,0.081,14.84,13.89,5003,96.42,Poor Retention
CELL-016775,BTH-0047,Line_1,Evening,LithioMat,24.25,0.174,15.04,14.05,4988,96.71,None
CELL-012821,BTH-0411,Line_1,Night,ChemCorp,19.34,0.13,14.96,13.72,5013,96.84,None
CELL-018542,BTH-0048,Line_2,Night,ChemCorp,23.47,0.162,14.99,14.15,4989,96.22,None
CELL-004949,BTH-0072,Line_3,Evening,ChemCorp,23.86,0.126,15.14,12.71,5058,97.15,None
CELL-012375,BTH-0233,Line_2,Morning,VoltIndustries,21.73,0.102,15.05,15.8,4884,92.03,High Internal Resistance
CELL-008865,BTH-0095,Line_2,Night,ChemCorp,23.38,0.161,15.0,14.73,4989,97.06,None
CELL-013502,BTH-0077,Line_2,Night,LithioMat,21.48,0.155,14.83,12.91,5007,97.72,None
CELL-019718,BTH-0241,Line_3,Evening,ChemCorp,25.06,0.125,14.98,13.42,4992,97.17,None
CELL-001309,BTH-0468,Line_2,Night,LithioMat,18.63,0.115,15.09,13.48,5027,97.03,None
CELL-004538,BTH-0147,Line_1,Evening,ChemCorp,23.69,0.138,15.05,14.07,5042,97.19,None
CELL-005154,BTH-0229,Line_1,Evening,ChemCorp,25.71,0.116,14.67,15.37,4927,97.03,High Internal Resistance
CELL-008306,BTH-0496,Line_2,Morning,LithioMat,23.76,0.097,14.97,14.29,5059,97.47,None
CELL-012256,BTH-0252,Line_2,Morning,ChemCorp,23.61,0.123,15.04,14.05,4943,97.04,None
CELL-009109,BTH-0222,Line_1,Evening,LithioMat,22.68,0.157,15.04,13.91,4978,96.62,None
CELL-012152,BTH-0058,Line_1,Morning,LithioMat,23.56,0.113,15.11,14.22,5050,96.68,None
CELL-001818,BTH-0422,Line_2,Evening,ChemCorp,24.54,0.129,14.88,13.75,4987,97.56,None
CELL-007693,BTH-0243,Line_2,Night,ChemCorp,21.27,0.144,14.98,13.63,4985,98.23,None
CELL-006569,BTH-0257,Line_1,Night,VoltIndustries,21.0,0.148,14.8,14.98,4990,95.26,None
CELL-012731,BTH-0165,Line_1,Evening,ChemCorp,25.96,0.131,14.83,15.15,5045,98.1,High Internal Resistance
CELL-019079,BTH-0027,Line_2,Evening,LithioMat,23.12,0.161,14.87,13.97,5016,96.07,None
CELL-017263,BTH-0455,Line_2,Morning,VoltIndustries,22.01,0.156,15.0,14.55,5013,97.42,None
CELL-009171,BTH-0448,Line_2,Night,ChemCorp,22.34,0.143,15.09,14.19,4975,96.08,None
CELL-018782,BTH-0458,Line_2,Morning,VoltIndustries,25.33,0.136,15.08,14.97,5006,97.66,None
CELL-019937,BTH-0369,Line_3,Night,LithioMat,19.29,0.134,14.94,13.25,5016,96.77,None
CELL-010769,BTH-0225,Line_1,Morning,LithioMat,25.42,0.146,15.07,14.2,5006,97.5,None
CELL-005347,BTH-0052,Line_2,Evening,LithioMat,22.96,0.13,14.98,14.09,5006,97.37,None
CELL-007524,BTH-0220,Line_1,Morning,VoltIndustries,24.57,0.12,14.96,14.73,4942,96.44,None
CELL-010369,BTH-0153,Line_1,Night,ChemCorp,21.74,0.163,14.98,13.96,4969,96.98,None
CELL-011460,BTH-0422,Line_2,Morning,ChemCorp,24.9,0.125,15.07,13.46,5009,96.1,None
CELL-018194,BTH-0128,Line_1,Evening,ChemCorp,24.07,0.166,15.02,14.33,5035,97.51,None
CELL-003702,BTH-0014,Line_2,Morning,ChemCorp,24.84,0.119,14.99,14.12,5003,97.37,None
CELL-011192,BTH-0002,Line_1,Evening,ChemCorp,23.37,0.162,15.0,13.79,4971,97.24,None
CELL-003862,BTH-0280,Line_1,Evening,LithioMat,22.23,0.128,15.3,14.04,4993,95.67,None
CELL-002259,BTH-0258,Line_1,Morning,VoltIndustries,22.53,0.122,14.87,14.86,5014,98.7,None
CELL-001012,BTH-0099,Line_2,Night,ChemCorp,22.25,0.169,15.04,14.6,5035,95.54,None
CELL-001888,BTH-0244,Line_1,Evening,ChemCorp,23.09,0.159,14.95,14.36,4993,95.78,None
CELL-009446,BTH-0151,Line_2,Night,LithioMat,23.2,0.145,14.88,14.03,4984,97.26,None
CELL-000052,BTH-0364,Line_2,Night,ChemCorp,22.14,0.122,14.91,14.55,4990,97.67,None
CELL-012367,BTH-0055,Line_1,Night,ChemCorp,22.8,0.123,14.91,14.35,5034,97.72,None
CELL-018395,BTH-0342,Line_2,Morning,ChemCorp,23.54,0.123,14.91,13.83,4983,97.11,None
CELL-009219,BTH-0318,Line_2,Morning,VoltIndustries,25.73,0.108,14.71,15.88,4913,93.02,High Internal Resistance
CELL-008247,BTH-0366,Line_1,Night,LithioMat,21.95,0.134,14.74,15.34,4933,97.15,High Internal Resistance
CELL-006300,BTH-0175,Line_1,Evening,ChemCorp,20.36,0.146,14.99,15.09,4965,97.09,High Internal Resistance
CELL-016003,BTH-0378,Line_2,Night,ChemCorp,24.7,0.109,15.01,14.09,5032,96.5,None
CELL-008259,BTH-0367,Line_2,Morning,LithioMat,22.73,0.145,14.96,14.54,4991,96.93,None
CELL-019044,BTH-0423,Line_1,Night,ChemCorp,25.45,0.145,14.99,14.1,5013,97.62,None
CELL-014458,BTH-0437,Line_3,Morning,LithioMat,26.64,0.094,14.82,13.55,5022,96.69,None
CELL-019742,BTH-0056,Line_3,Morning,VoltIndustries,24.7,0.169,15.1,14.8,5026,96.93,None
CELL-005595,BTH-0147,Line_1,Evening,ChemCorp,24.27,0.158,14.97,13.31,4978,96.6,None
CELL-009158,BTH-0130,Line_3,Morning,ChemCorp,26.32,0.177,14.9,14.1,4956,96.88,None
CELL-014652,BTH-0472,Line_1,Morning,ChemCorp,26.76,0.146,14.91,13.95,4958,97.33,None
CELL-019731,BTH-0295,Line_2,Evening,ChemCorp,25.56,0.094,14.69,14.79,4994,98.44,Poor Retention
CELL-002101,BTH-0333,Line_2,Evening,ChemCorp,22.74,0.139,14.94,13.9,5034,96.96,None
CELL-012765,BTH-0485,Line_1,Evening,LithioMat,24.92,0.134,14.97,14.1,5015,96.29,None
CELL-001306,BTH-0223,Line_1,Night,ChemCorp,23.54,0.12,14.99,14.75,5029,95.84,None
CELL-004984,BTH-0215,Line_3,Evening,ChemCorp,22.02,0.169,14.92,14.53,5014,96.84,None
CELL-005767,BTH-0337,Line_2,Morning,ChemCorp,23.07,0.09,14.8,13.55,4946,96.97,Poor Retention
CELL-005583,BTH-0132,Line_1,Evening,LithioMat,24.38,0.119,15.11,14.69,4953,96.98,None
CELL-004062,BTH-0197,Line_1,Evening,LithioMat,22.16,0.139,14.96,13.66,5015,95.84,None
CELL-007584,BTH-0146,Line_2,Night,LithioMat,23.5,0.136,14.75,15.46,4927,96.14,High Internal Resistance
CELL-005632,BTH-0069,Line_1,Night,VoltIndustries,23.97,0.141,15.04,14.72,4995,97.94,None
CELL-000766,BTH-0217,Line_2,Evening,LithioMat,22.64,0.12,14.96,13.99,5015,96.71,None
CELL-002825,BTH-0452,Line_3,Evening,ChemCorp,23.0,0.123,14.93,13.71,5001,96.62,None
CELL-016912,BTH-0087,Line_3,Morning,VoltIndustries,23.51,0.162,14.95,14.69,4999,96.24,None
CELL-012676,BTH-0455,Line_1,Morning,VoltIndustries,23.64,0.126,15.03,14.5,4988,97.44,None
CELL-012127,BTH-0230,Line_3,Night,VoltIndustries,21.83,0.122,15.02,15.35,4939,96.6,High Internal Resistance
CELL-013060,BTH-0168,Line_1,Evening,LithioMat,22.83,0.146,14.9,12.9,4911,97.0,None
CELL-007921,BTH-0030,Line_1,Morning,LithioMat,21.81,0.17,15.02,13.86,4989,97.07,None
CELL-013003,BTH-0238,Line_2,Night,VoltIndustries,18.8,0.139,14.93,14.8,5051,96.49,None
CELL-008336,BTH-0434,Line_2,Morning,LithioMat,25.77,0.12,14.44,15.49,4946,98.48,High Internal Resistance
CELL-012068,BTH-0199,Line_1,Morning,ChemCorp,25.0,0.168,15.01,13.64,5060,97.32,None
CELL-010490,BTH-0167,Line_1,Night,ChemCorp,20.56,0.124,14.91,13.92,5025,97.38,None
CELL-000386,BTH-0422,Line_2,Morning,VoltIndustries,22.25,0.106,15.08,15.14,4979,97.66,High Internal Resistance
CELL-005695,BTH-0059,Line_1,Evening,ChemCorp,26.93,0.136,14.84,14.03,4986,97.45,None
CELL-018720,BTH-0290,Line_3,Morning,ChemCorp,25.96,0.141,14.76,15.4,4913,97.11,High Internal Resistance
CELL-003076,BTH-0258,Line_1,Morning,ChemCorp,24.06,0.164,14.9,13.73,5035,97.27,None
CELL-009569,BTH-0404,Line_3,Evening,ChemCorp,25.88,0.149,14.85,13.49,5009,95.34,None
CELL-011973,BTH-0423,Line_2,Night,VoltIndustries,20.02,0.126,15.05,14.59,4946,96.25,None
CELL-007654,BTH-0495,Line_1,Morning,ChemCorp,23.21,0.111,14.94,13.63,5024,97.52,None
CELL-016241,BTH-0341,Line_2,Night,ChemCorp,24.07,0.133,15.02,14.47,5005,98.23,None
CELL-012942,BTH-0498,Line_1,Morning,ChemCorp,23.31,0.133,14.99,13.56,4997,96.24,None
CELL-012156,BTH-0210,Line_2,Night,ChemCorp,21.0,0.148,14.97,13.73,5006,98.26,None
CELL-018438,BTH-0021,Line_2,Night,LithioMat,22.73,0.125,15.11,14.14,5007,96.65,None
CELL-010387,BTH-0373,Line_3,Evening,ChemCorp,23.71,0.127,14.95,14.95,5013,97.7,None
CELL-007674,BTH-0011,Line_1,Evening,ChemCorp,24.25,0.127,15.07,14.3,4951,96.42,None
CELL-001866,BTH-0164,Line_1,Evening,ChemCorp,24.06,0.094,15.12,14.28,4979,96.37,Poor Retention
CELL-014876,BTH-0407,Line_2,Night,ChemCorp,18.68,0.136,15.0,14.56,5003,96.36,None
CELL-006797,BTH-0181,Line_2,Morning,VoltIndustries,24.03,0.142,14.86,14.56,4968,98.87,None
CELL-002726,BTH-0497,Line_3,Morning,ChemCorp,21.9,0.117,14.89,13.57,4998,96.71,None
CELL-001923,BTH-0044,Line_3,Night,ChemCorp,18.9,0.174,14.95,14.38,4926,96.26,None
CELL-009292,BTH-0455,Line_2,Evening,VoltIndustries,24.14,0.104,15.05,14.3,5028,97.44,None
CELL-009339,BTH-0308,Line_2,Morning,ChemCorp,22.38,0.095,15.01,13.89,5046,97.7,None
CELL-000764,BTH-0013,Line_2,Morning,ChemCorp,22.89,0.143,14.93,14.12,5000,98.13,None
CELL-004578,BTH-0400,Line_2,Night,LithioMat,19.13,0.104,15.05,12.81,5008,95.86,None
CELL-015763,BTH-0344,Line_2,Morning,ChemCorp,23.57,0.122,14.87,15.39,4859,97.44,High Internal Resistance
CELL-002530,BTH-0264,Line_2,Night,LithioMat,19.97,0.141,14.93,13.3,5028,97.79,None
CELL-019499,BTH-0411,Line_2,Morning,VoltIndustries,24.21,0.121,14.85,14.13,5030,97.25,None
CELL-003402,BTH-0065,Line_3,Morning,LithioMat,22.89,0.155,15.04,14.23,4949,97.14,None
CELL-012100,BTH-0328,Line_2,Evening,VoltIndustries,26.08,0.095,14.71,16.34,4834,93.49,High Internal Resistance
CELL-017314,BTH-0390,Line_2,Morning,LithioMat,23.43,0.163,14.81,14.08,4998,96.76,None
CELL-001638,BTH-0189,Line_2,Evening,ChemCorp,24.36,0.144,14.89,14.16,4951,96.85,None
CELL-012020,BTH-0396,Line_2,Night,VoltIndustries,21.7,0.151,14.84,14.39,4952,97.12,None
CELL-007757,BTH-0180,Line_1,Evening,ChemCorp,26.32,0.138,14.72,15.33,4940,97.3,High Internal Resistance
CELL-001680,BTH-0055,Line_2,Night,VoltIndustries,21.12,0.142,15.05,15.47,4947,96.61,High Internal Resistance
CELL-012586,BTH-0318,Line_3,Evening,ChemCorp,20.94,0.113,14.86,15.38,5005,97.1,High Internal Resistance
CELL-017417,BTH-0225,Line_2,Evening,LithioMat,23.75,0.126,14.97,14.27,5007,96.87,None
CELL-005830,BTH-0328,Line_2,Evening,VoltIndustries,25.95,0.102,14.59,15.66,4935,93.22,High Internal Resistance
CELL-011426,BTH-0026,Line_1,Morning,LithioMat,23.59,0.128,14.84,14.24,5018,97.9,None
CELL-017420,BTH-0463,Line_2,Morning,LithioMat,24.98,0.131,15.07,13.6,4936,95.79,None
CELL-013453,BTH-0405,Line_2,Morning,ChemCorp,22.55,0.113,15.05,14.1,4972,97.48,None
CELL-011678,BTH-0225,Line_1,Night,VoltIndustries,22.6,0.139,14.95,14.03,5016,96.78,None
CELL-003707,BTH-0020,Line_2,Night,VoltIndustries,24.75,0.188,14.92,15.05,5001,96.47,High Internal Resistance
CELL-000297,BTH-0247,Line_1,Morning,ChemCorp,23.64,0.152,15.01,14.33,4973,96.26,None
CELL-005294,BTH-0489,Line_3,Night,ChemCorp,21.51,0.12,14.81,13.76,5012,97.2,None
CELL-015745,BTH-0307,Line_1,Evening,LithioMat,24.33,0.116,14.89,14.66,4967,96.9,None
CELL-005894,BTH-0280,Line_1,Evening,VoltIndustries,23.69,0.117,14.94,15.52,4889,90.94,High Internal Resistance
CELL-014118,BTH-0376,Line_3,Morning,LithioMat,22.8,0.141,15.09,14.08,4975,96.19,None
CELL-003655,BTH-0295,Line_1,Night,LithioMat,22.17,0.114,15.01,13.12,4947,96.18,None
CELL-017859,BTH-0040,Line_2,Morning,ChemCorp,23.72,0.162,15.01,13.84,4994,97.21,None
CELL-006023,BTH-0419,Line_3,Night,ChemCorp,19.93,0.141,15.14,13.91,5048,96.46,None
CELL-015145,BTH-0163,Line_1,Night,ChemCorp,21.84,0.128,15.08,13.76,4996,97.06,None
CELL-004159,BTH-0060,Line_1,Morning,ChemCorp,24.99,0.181,14.98,14.38,4978,98.02,None
CELL-011911,BTH-0414,Line_2,Morning,LithioMat,21.76,0.128,14.98,13.98,5072,96.87,None
CELL-004362,BTH-0451,Line_1,Evening,VoltIndustries,23.46,0.123,14.86,14.68,4997,98.06,None
CELL-009354,BTH-0054,Line_2,Night,VoltIndustries,18.91,0.141,14.9,15.52,4898,93.43,High Internal Resistance
CELL-018734,BTH-0045,Line_2,Morning,ChemCorp,23.63,0.184,15.04,14.41,4986,97.91,None
CELL-017979,BTH-0491,Line_2,Night,VoltIndustries,20.41,0.139,15.17,14.08,4969,97.15,None
CELL-011113,BTH-0276,Line_1,Evening,ChemCorp,26.21,0.139,14.89,13.96,5029,97.52,None
CELL-007747,BTH-0175,Line_1,Morning,ChemCorp,23.01,0.144,15.0,13.18,4942,96.79,None
CELL-012047,BTH-0229,Line_2,Morning,ChemCorp,22.68,0.151,15.07,14.54,5020,95.96,None
CELL-015826,BTH-0377,Line_2,Evening,ChemCorp,23.86,0.157,14.99,14.2,4984,96.18,None
CELL-017703,BTH-0389,Line_2,Night,ChemCorp,21.13,0.123,14.84,14.74,4979,96.6,None
CELL-002815,BTH-0026,Line_3,Morning,ChemCorp,23.19,0.108,14.95,14.75,5027,97.3,Poor Retention
CELL-016275,BTH-0403,Line_3,Evening,LithioMat,24.05,0.1,15.04,14.26,5011,96.36,None
CELL-005535,BTH-0091,Line_3,Evening,LithioMat,23.68,0.154,15.09,13.25,4942,97.9,None
CELL-017916,BTH-0180,Line_3,Morning,ChemCorp,25.28,0.153,15.01,14.12,5004,96.88,None
CELL-002828,BTH-0147,Line_1,Morning,ChemCorp,26.91,0.124,14.65,16.06,4875,93.7,High Internal Resistance
CELL-017249,BTH-0265,Line_2,Evening,LithioMat,23.91,0.115,14.94,13.69,4994,96.52,None
CELL-003144,BTH-0291,Line_2,Night,LithioMat,19.83,0.111,15.03,13.72,4960,96.2,None
CELL-012171,BTH-0027,Line_2,Evening,LithioMat,21.99,0.173,15.03,14.01,5054,97.4,None
CELL-018149,BTH-0294,Line_2,Evening,ChemCorp,25.55,0.15,14.85,13.61,5001,97.73,None
CELL-003316,BTH-0160,Line_2,Morning,VoltIndustries,24.1,0.184,14.93,14.93,5000,97.94,None
CELL-000219,BTH-0134,Line_1,Night,LithioMat,22.19,0.142,15.01,13.93,5065,98.3,None
CELL-003943,BTH-0131,Line_1,Night,ChemCorp,21.11,0.136,14.89,14.16,4979,96.42,None
CELL-004294,BTH-0173,Line_3,Evening,VoltIndustries,23.43,0.132,15.0,14.7,4972,96.8,None
CELL-018617,BTH-0047,Line_3,Morning,ChemCorp,25.06,0.132,14.92,13.98,5016,97.1,None
CELL-003755,BTH-0254,Line_2,Morning,ChemCorp,23.33,0.104,15.13,13.94,5052,96.22,None
CELL-015023,BTH-0310,Line_2,Night,VoltIndustries,19.22,0.132,14.88,14.15,5042,96.94,None
CELL-012486,BTH-0423,Line_1,Morning,ChemCorp,22.47,0.149,14.93,13.52,5001,97.51,None
CELL-007231,BTH-0447,Line_1,Night,ChemCorp,21.67,0.155,14.9,14.46,4944,96.49,None
CELL-000752,BTH-0466,Line_1,Night,ChemCorp,21.62,0.122,15.0,13.67,5008,98.06,None
CELL-002911,BTH-0450,Line_2,Morning,ChemCorp,23.4,0.113,15.03,14.87,5013,97.44,None
CELL-010226,BTH-0242,Line_1,Morning,ChemCorp,25.41,0.124,14.98,13.54,5060,94.75,Poor Retention
CELL-004913,BTH-0030,Line_3,Evening,ChemCorp,25.39,0.149,15.03,13.96,4972,96.01,None
CELL-010143,BTH-0226,Line_3,Morning,ChemCorp,22.35,0.106,15.14,13.92,5028,96.7,None
CELL-017480,BTH-0271,Line_1,Evening,VoltIndustries,24.26,0.158,15.09,14.66,4999,98.75,None
CELL-013359,BTH-0159,Line_1,Morning,LithioMat,26.82,0.16,14.84,13.44,5022,97.19,None
CELL-015021,BTH-0316,Line_3,Morning,ChemCorp,24.85,0.137,14.85,14.32,5008,97.9,None
CELL-010841,BTH-0091,Line_2,Evening,LithioMat,22.48,0.139,14.85,13.95,5039,96.44,None
CELL-017481,BTH-0321,Line_3,Evening,ChemCorp,25.06,0.141,14.98,12.99,5026,98.05,None
CELL-006606,BTH-0176,Line_1,Night,ChemCorp,22.11,0.13,14.92,13.92,5037,95.93,None
CELL-005372,BTH-0226,Line_1,Night,VoltIndustries,20.38,0.141,14.82,14.14,4963,95.55,None
CELL-003537,BTH-0451,Line_2,Morning,VoltIndustries,25.87,0.155,14.88,15.14,5014,97.6,High Internal Resistance
CELL-004467,BTH-0318,Line_1,Night,ChemCorp,20.7,0.103,14.9,14.03,5050,98.28,None
CELL-015271,BTH-0105,Line_1,Morning,LithioMat,22.35,0.15,14.94,14.18,5014,96.21,None
CELL-005846,BTH-0012,Line_1,Morning,VoltIndustries,24.84,0.129,14.99,15.0,4993,96.45,None
CELL-016482,BTH-0173,Line_2,Night,VoltIndustries,19.34,0.141,15.07,15.61,4889,94.1,High Internal Resistance
CELL-015597,BTH-0002,Line_3,Night,LithioMat,21.27,0.136,15.02,14.81,4939,96.76,None
CELL-003512,BTH-0051,Line_1,Morning,VoltIndustries,27.2,0.165,14.78,16.69,4775,93.21,Critical Resistance
CELL-012570,BTH-0418,Line_2,Evening,ChemCorp,24.85,0.12,15.13,13.22,5024,98.46,None
CELL-003207,BTH-0114,Line_1,Evening,ChemCorp,23.51,0.152,15.02,14.06,5040,97.19,None
CELL-001188,BTH-0048,Line_2,Evening,ChemCorp,26.91,0.152,14.92,13.71,4984,96.49,None
CELL-013227,BTH-0223,Line_3,Night,LithioMat,21.64,0.109,14.99,14.06,5016,97.24,None
CELL-017850,BTH-0124,Line_1,Night,ChemCorp,21.19,0.144,15.07,13.71,5000,95.16,None
CELL-013941,BTH-0244,Line_2,Evening,LithioMat,24.79,0.131,15.09,13.5,4969,97.7,None
CELL-014997,BTH-0084,Line_1,Night,VoltIndustries,22.56,0.153,15.26,14.6,5027,98.7,None
CELL-005646,BTH-0168,Line_2,Morning,LithioMat,23.52,0.122,15.14,14.57,5001,96.58,None
CELL-006155,BTH-0121,Line_2,Morning,VoltIndustries,23.23,0.147,14.84,14.56,5018,97.07,None
